index,rest_name
2499,Chatpata Cafe
2500,Ambika Dining Hall
2501,Pune Sugar Box - Conrad Pune
2502,Basilia Pizzas
2503,Cafe Of Thrones
2504,Maratha Kolhapur Darbar
2505,Tandoori Singh
2506,Baker Street Bistro Cafe
2507,Akshay Hotel
2508,Om Sai Ram
2509,Mahabaleshwar Family Restaurant
2510,Dakshin Swaad
2511,Saar By Swati Joshi
2512,Netra Foods
2513,The Nawab Kitchen
2514,Friends Corner
2515,Kanushi Restaurant
2516,E Cube Cafe & Games
2517,Katraj Katta
2518,Khamangg Street
2519,Grill Inn
2520,Vidisha Pure Veg
2521,The Rollin Dough
2522,Eatomania
2523,The Rolls Cafe
2524,Burger
2525,Chinese Hut And Hotel
2526,Maharashtrian Food Company
2527,Shiv Shankar Chinese
2528,Aesthetic's Nutrition
2529,Sugran Swayampakghar
2530,Banny's Kitchen
2531,Relax Chinese & Tandoor
2532,Chinese Kitchen
2533,Cafe Nine Ten
2534,Kallyfso Cafe
2535,Pan Food
2536,Urthenfire
2537,Granny's Cakes and Cafe
2538,Foodsters
2539,Tasty Kona
2540,Waffle Frolic
2541,Chill Out
2542,Biryani Express 100% Homemade
2543,Healthy-O-Me
2544,Hotel Rajmudra
2545,Burrraah
2546,Hotel DayNight
2547,Engineer's
2548,Rudra Pure Veg
2549,Green Spoon Vegetarian Kitchen
2550,Saishiv Restaurant
2551,Intreat
2552,Hotel Maharaja
2553,Maska Pav
2554,24Munchies.in
2555,Krish Restaurant
2556,Hotel Santushti Food Plaza
2557,Kabana - Conrad Pune
2558,Bistro Nutrifood
2559,Rajmudra Biryani House
2560,Rohit Snacks & Juice Center
2561,Hotel Jagdamb
2562,Raj Garden Family Restaurant and Bar
2563,Naivedyam
2564,Balaji Snacks
2565,Wildernest
2566,Thirsty Turtles
2567,24/7 Gallery Café - Hyatt Place
2568,Cakes N Crumbles
2569,Dime N Dine
2570,Raaga Multi Cuisine Restaurant
2571,Masu - Conrad Pune
2572,Manohar Fast Food
2573,Panchali Restaurant
2574,Shivam Veg & Non Veg
2575,Madhav's Biryani House
2576,Madhav's
2577,Bageshree
2578,Crazy Noodles
2579,The Spices
2580,Nagbrahma Hut
2581,Cafe Rolls Inn
2582,Fresh Press Cafe
2583,Shejwan Chinese Corner
2584,Patlacha Wada
2585,Desi Adda
2586,Khandeshi Jalgaon Zatka
2587,Maa Ka swad
2588,Krishna Veg
2589,Sanskruti Dining Hall & Snacks
2590,Killa Hotel
2591,Siilver Spoon Family Resto & Bar
2592,Earthen Pot
2593,LF 91 Cafe And Restaurant
2594,Eden Gardens
2595,Italy Via Punjab
2596,Annapurna Hotel
2597,Fat Cat's Cafe
2598,Aroma The Green's
2599,The Wok Box
2600,Brewers Coffee
2601,Solankar Food Center
2602,Kadak Misal
2603,Delhi Bar Be Q
2604,Chicken Xperience Venky's
2605,The Tea Factory
2606,Grill Masters
2607,New Life Fast food & Snacks Centre
2608,Tanu's Kitchen
2609,Sahare Dining Hall
2610,Cheesy Pizza's
2611,Hotel Jagadamb
2612,Roll King
2613,Nawabi Zaika
2614,Punjabi Non Veg
2615,Bunkyards Cafe And Chinese
2616,Chai Katta
2617,The Steam Room
2618,Ye Lo Litti
2619,Mr Wada Pav
2620,Chinese And Chinese
2621,Hashtag Kokan
2622,Tandoor Destination
2623,Hotel Gandharv
2624,Raj Punjabi Delights
2625,Pathan Laziz Biryani House
2626,Sai Bhel
2627,Brotarita
2628,Lazzetti
2629,Fresh Stuff -All Day Kitchen
2630,Mannat Biryani House
2631,Eagle Brother's Pizza
2632,Malwani House
2633,Meal O Meal
2634,65 Chinatown
2635,Ganesh Bhel
2636,Yash Paratha House
2637,Aab-o-Daana
2638,S7 Biryani House
2639,Supalkar Biryani House
2640,Hotel Manas Veg Non Veg
2641,Golden Bakery
2642,Kamini Family Resto & Bar
2643,Yewale Amruttulya
2644,Hotel Mahaveer Veg
2645,Shakes & Sundaes
2646,Wow Cakes
2647,Aadvika Pure Veg
2648,Puneri Chaat Shala
2649,The Big Fat Pizzeria
2650,Ranwara
2651,Aries Chinese Food
2652,24K Restaurant
2653,Reddys Biryani
2654,Annpurna Thali's
2655,V2 Junction
2656,Hande Misal
2657,Masala Darbar
2658,Ribbons & Balloons
2659,Venkatesh Curry N Caffe
2660,Wok Masters
2661,Ginger Pepper
2662,Duskin's Cafe
2663,Hotel Tanmaysree
2664,Vasantpushp Dining Hall
2665,Kings Chinese Center
2666,Rachana Restaurant
2667,Kolkata Calling
2668,Jay Malhar
2669,Farmers Kitchen
2670,The Munchies
2671,Freshly Italy Pizza
2672,Cafe Daisy
2673,Fish N Rolls
2674,Baba's Corner
2675,Surya Sagar
2676,Caneyard
2677,Rajee's
2678,Milkmade Bakery
2679,Jai Maharashtra Wadyawarla Jevan
2680,Karachi Sweet Mart
2681,Zatka Misal
2682,Bridge Point
2683,Star Of China
2684,Bikaner Sev Bhandar
2685,The Tea Shop
2686,New Kalyan Bhel
2687,Simply Scrumptious
2688,Hotel Gavran Tadka
2689,Thakkar Dining Hall
2690,ProCaF Fitness Meals
2691,Indian N Spice
2692,Paradise Family Restaurant
2693,Amrapali
2694,Sarvodaya
2695,Sai Kaveri
2696,Jaipur Garden
2697,Indrayani Pure Veg
2698,Sanjha Chulha
2699,Thanco's Natural Ice Cream
2700,Siddhi Veg - Non Veg
2701,Hotel Kaveri
2702,Annapoorna
2703,Mystic Masala - Blue Diamond
2704,Foodland
2705,Cafe Chokolade
2706,Il Fungo Magico
2707,Sarovar Family Resto & Bar
2708,Cake Cart
2709,Saffron Exotic Family Restaurant
2710,Cafe Yezdan
2711,The Davangeri Benne Dosa
2712,Hotel Rangoli Family Dhaba
2713,MoMo 2Go - Courtyard By Marriott Pune Hinjewadi
2714,Ras Rang Sweets
2715,Jaydeep Garden
2716,Cafe Jitters
2717,Box Singh
2718,Mughal Shahi
2719,Cafe Bistro
2720,Burger Forever
2721,Sai Cafe katta
2722,Danish Darbar Caterers
2723,Cream Corner Cake N Cafe
2724,Maggi House
2725,Pune Zarthosti Seva Mandal
2726,Kulkarni Mess
2727,Flavour Live Kitchen
2728,Kerala Junction
2729,Turkish Delight
2730,Sweetish House Mafia
2731,Soy Affair
2732,Hotel Kamat Kolhapuri
2733,Palange Biryanis
2734,Udta Punjab
2735,Barkat Caterers
2736,Street Stopper
2737,Bismillah Biryani House
2738,Indian Thali House
2739,Indian Thali House
2740,Gourmand Food Truck
2741,Rajmandir Ice Cream
2742,Crazy Bruno
2743,Indorilaal
2744,Fusion Cafe
2745,Chinese House
2746,Sangrila Chinese  And Fast Food
2747,Ramdev's Khana Khazana
2748,Bhavya Garden
2749,New Poona Cold Drinks House
2750,Punjabi Rasoi
2751,Sadguru Amruttuly
2752,D9 Litti Chokha
2753,Falooda Junction
2754,Hotel Jijau
2755,The Chinese Corner
2756,Parantha Pundit
2757,Hotel Swaraj Solapur Special
2758,Thekka Restro & Lounge
2759,Mr and Mrs Idly
2760,Roll King
2761,Vrundavan
2762,The Davangeri Benne Dosa
2763,Fire N Ice
2764,Alfa Hotel
2765,Sher-E-Punjab
2766,Krushna Chinese & Pavbhaji Pulav Center
2767,Bombay Restaurant
2768,Gomantak Restaurant
2769,Food Eats
2770,Hamza Food Factory
2771,Hotel Shalimar
2772,Seacrates Of Konkan
2773,VR Cafe'Rio
2774,The Chinese Room
2775,Siily Chilly
2776,Hotel Tandoor Point
2777,Best Of Indore
2778,Ithoba Misal
2779,Roll Hunt
2780,Meehira
2781,The Chinese Art
2782,Cafe Xinga
2783,Curry Boy
2784,Aashirvad Paratha House
2785,Hotel Red Chilly
2786,Sipon House Of Milshake
2787,Royal House
2788,Cake Me Home
2789,Food 365
2790,Bring It On Bistro
2791,Brother's Kitchen
2792,The Fries Cafe
2793,Kung Fu Kitchen
2794,The Royal Punjab
2795,Hotel Shravya
2796,Pavitra Veg Restaurant
2797,Hell's Kitchen
2798,Biryani King
2799,Food Signal
2800,Tiranga Biryani's Family Restaurant Veg Nonveg
2801,EDP Family Restaurant
2802,Neelkamal Family Restaurant
2803,Hotel Gurudatta Fast Food And Snacks
2804,Varda Mess
2805,Burger Express
2806,Maharashtrian Thali
2807,MyMate
2808,Hunger Mate
2809,Janhavi Egg Food
2810,Cake Choice
2811,Scallions
2812,Om Sai Hotel
2813,China Province
2814,Biryaniwale
2815,Gujrati Pav Bhaji
2816,Malhar Chul Mutton Khanawal
2817,What'A Sandwich
2818,C Top Sandwich And Milkshake
2819,Peacock The Un-Restaurant
2820,Sapna Pav Bhaji
2821,The Barrel In
2822,Hotel Ayodhya
2823,Khan Sahab
2824,Anand Bhurji Centre
2825,Chak De Akkha Masoor
2826,Fresca Deli
2827,W S Bakers
2828,Hotel Sahyadri
2829,Chandra Garden Family Restaurant
2830,The Red Lantern
2831,Shandaar Shawarma
2832,Cafe Jump In
2833,Aladdin Restaurant
2834,Shakes and Bites
2835,Aditya House Pure Veg
2836,Maak-O-Pizza & Sandwiches
2837,Whistle Podu
2838,Mottu Seth
2839,Maratha Darbar
2840,Meat Me Here!
2841,Cafe Good Luck
2842,Purnagiri
2843,Punjabi Zaikaa
2844,Just Grill
2845,Pet Pooja
2846,Pradeep Fast Food
2847,Hotel Wada
2848,Pizza-N-More
2849,Litticious- The Litti Chokha Shop
2850,Hotel New Relax
2851,Flambe Litti Chokha & Dal Bati
2852,Jamshed's Food
2853,Buddhas Food Palace
2854,The Perfect Slice
2855,London Muffin
2856,Yashda Family Restaurant
2857,A Piece Of Cake
2858,Annapurna
2859,Kumudini
2860,Cafe Classic
2861,Coffee Jar
2862,Hotel Nisarg Misal House
2863,Bakelove
2864,Roll Club
2865,Cafe Level 9
2866,Subhanallah
2867,Whispering Bamboo - Blue Diamond
2868,Sanskruti
2869,Spice N Ice
2870,Arizona Restaurant
2871,Gurunanak Dairy And Sweets
2872,New Kanchan Chinese
2873,Andhra Biryani
2874,Andhra Biryani
2875,Indian Zaiqaa
2876,Ruchita Misal
2877,Mama's Kitchen
2878,Mr. Gelato
2879,New Saiba
2880,Cafe Tulip
2881,Rudra's Food
2882,Candle Light Cafe
2883,Jalsa
2884,Royal Chinese Corner
2885,Coffee Club
2886,Charcoal Bistro
2887,Jagruti Dining Hall
2888,Crazy Nuggets
2889,Domiano Pizza
2890,Big Bite Biryani
2891,Sing Ching
2892,5 To 5 Restaurant
2893,Riyasat Family Restaurant
2894,Sampan Food Court
2895,King's Shawarma
2896,Hotel Mahalaxmi
2897,Cafe Crush
2898,FreshMenu
2899,Mr. Sponzo
2900,MH 12 Global
2901,Taste Ride Family Restaurant
2902,Malhar Family Restaurant Bar
2903,Malhar Family Restaurant Bar
2904,Grillicious
2905,Snow Cafe
2906,Hotel Paradise
2907,Oyeee Desi !
2908,Hotel Darshan
2909,Sai Sagar
2910,Shalini Pure Veg
2911,Shri Shardul Veg Non Veg
2912,Absolute China
2913,Hotel Nilkamal
2914,Chai Katta
2915,Hotel Marathwadi
2916,Burger Point
2917,Puneri Anda Bhurji Center
2918,Paratha House
2919,Hotel Arab Zaika
2920,VIV Bakers
2921,Jagdamba Hotel
2922,Sahyadri Hotel
2923,Hotel Tasty Point
2924,Cherry Veg & Non Veg
2925,Sharayu Restaurant
2926,Hotel Garva Veg-Non Veg
2927,Torna Mutton Khanawal
2928,Vicky Saoji - Kitchen
2929,Cakeman
2930,The Hungry Spot
2931,Pyramid Hotel
2932,Neopolitan Pizza
2933,Sawaee
2934,Shivalay A1 Dum Biryani
2935,Mudra Family Restaurant
2936,ABS Food Mall
2937,Kiga Ice Cream
2938,S. L. J. Iyangar Bakery
2939,Shangrila Veg Chinese
2940,Arabian Corner
2941,Diwine Memories
2942,Fill My Tummy
2943,Eateria - The Foodie's Place
2944,Cafe Coffee ABK
2945,Tasty Chinese
2946,Sai Chinese
2947,MAYA - RLC
2948,Freshia Cold Press Juice Bar
2949,Panchali Snacks & Meals
2950,Spice 24 Fine Chinese
2951,Koji Kokani & Saoji Cuisine
2952,Momo House
2953,Cafe U n Me
2954,Cupcake Bliss
2955,Kickass Burgers
2956,Vidarbha Tadka Restaurant
2957,Zhatpat Local
2958,Bowl & Co.
2959,Hotel Abhiruchi Veg And Non Veg
2960,Hotel Ajinkyatara Pure Veg
2961,Amrut Testy Paratha
2962,Eggsplore
2963,"The Rasoi, Pure Veg Dining Room"
2964,Eden Bakery
2965,Hotel Lijjat
2966,VP Alaina Chinese
2967,Kulture
2968,Eatzip
2969,Rudra Cafe
2970,Tapadia College Katta
2971,Pride Kitchen's Hyderabadi Biryani
2972,Samudra Veg & Non Veg Restaurant
2973,Bharati's Pav Bhaji N Cafe
2974,Pokket Cafe
2975,Malabaar Biriyani
2976,Jethaji Mishthan
2977,Rudra Pav Bhaji & Juice Bar
2978,HOTEL LUCKY POINT
2979,New Burger Bits
2980,J M Cafe
2981,Moti Mahal Delux
2982,Biryani House
2983,Sufiz Bake House
2984,Happy Sandwich
2985,Manisha Bhel Panipuri Snacks Centre
2986,Golden Delite
2987,Nation 330
2988,Samindra
2989,Sunrise Garden Cafe
2990,Desi Chulha
2991,Hotel Samrudh
2992,Spice 24
2993,Nawabi Zaika
2994,New Ashoka Pure Veg
2995,Fa-bio Food Court
2996,Hotel Ashoka
2997,Granny Ammaas Cake
2998,Khalsa Pure Veg
2999,Khandeshi Katta
3000,Hotel Kinara
3001,Roll House Point
3002,Bawarchi
3003,Hotel Vishal
3004,Red Chillies
3005,Sudit Su's Chinese
3006,Radha Soami
3007,Surya Hotel - Deccan Rendezvous
3008,Modern Lunch Home
3009,Hotel Shivanjali
3010,Hotel Renuka
3011,Hotel Akshat
3012,Sai Pav Bhaji & Juice Bar
3013,Zaika Kathi Roll
3014,Sweet Chariot Cafe
3015,Hotel Ranmala
3016,Alfa South Inn
3017,Raja Ices
3018,Food Factory 24
3019,Swaad Sadan
3020,Sam's Kitchen
3021,Khandeshi Bharit Katta
3022,Food 09 To 49 To 99
3023,Hills Pizza
3024,China Eats
3025,A-1 Sandwizza
3026,After Party Lounge
3027,Ganpati Foods
3028,What's Up Tummy Snack Centre And Cafe
3029,Ashoka Aavees
3030,Chav Assal Khandeshi
3031,Paper Lantern
3032,Hyderabad Dum Biryani
3033,Hotel Rajratna
3034,Namah - Hotel Ambience Excellency
3035,Hotel Karachi Bhavan
3036,Vikram Resto-Bar
3037,The Dark Kitchen
3038,Cheese Omelette Cafe
3039,Sammich
3040,Hot Momo's And Burger
3041,Yaaron Da Kitchen
3042,Ambika
3043,Casablanca - Pride Hotel
3044,Shri Chaturshringi Mata Snack Centre
3045,Harvest Club
3046,Thai Chin
3047,Emmer Bakery
3048,Cafe Cycl-on
3049,Bait Brasserie
3050,M.G Biryani House
3051,The King Shawarma
3052,Words and Sips Book Cafe
3053,Ku-Kooch-Ku
3054,Swarajya Veg-Nonveg Restaurant
3055,Masala Punjab Da
3056,Ruchkar Mejwani Thali
3057,Durbar Biryani
3058,Cafe Du-Mich
3059,Happy Da Punjab
3060,Panchavati Gaurav
3061,Jai Bhole Restaurant
3062,China Express
3063,Ancient Punjab
3064,A to Z Catering Services
3065,Torna Misal
3066,Satis5
3067,Lazeez E Punjab
3068,MH-14 Cafe
3069,Brahma Refreshment
3070,Fast Refuel
3071,Briju's Patisserie
3072,Sudama Bhel
3073,Hangout - Family Resto & Bar
3074,Keshav Kunj Pure Veg
3075,Cafe Unique Table
3076,Mr. Fries
3077,Kokani Tadaka
3078,Southwala
3079,Hotel Atithi
3080,Alichi's Irani Chai & Maska
3081,Bowl De
3082,Hotel Sunrup
3083,ABS Food
3084,Hotel Fish Land
3085,Evergreen Caterers
3086,The Milk Shack
3087,Cafe ATKT
3088,La Cheezy
3089,Nirvana's Delhi Curry
3090,Fancy  Cakes
3091,Shiv Chinese Center
3092,Chorghe Bhel
3093,Amit Da Dhaba
3094,The Urban Chinese
3095,Lunchbox
3096,Seven 11 - Veg Restaurant
3097,Round The Clock Cravings
3098,The Biryani Bliss
3099,Aarna Veg
3100,New Kesari Tara Pan
3101,Panditji
3102,Chinese Katta
3103,Sharma Shegaon Kachori & Snacks Center
3104,Royal Burgerio
3105,Food Station
3106,SK Biryani House
3107,Roll Bites
3108,Golden 65 Bites
3109,Cafe Rudra
3110,Tasty Time
3111,Balaji Ice cream
3112,Unico Foods
3113,The Chinese Kitchen
3114,Kawre Ice Cream
3115,Gandharva Pure Veg
3116,Aapli Aavad
3117,Samadhan Khanawal
3118,Pavbhaji By Kilo
3119,JT Food Zone
3120,Late Night Foods
3121,Relax Corner
3122,Hotel Gavran Tadka
3123,Law Of Chill
3124,Cafeverse
3125,Dainostic Chinese Foods
3126,Hotel Mutton Thali
3127,Cakesmith By Prabjot
3128,Wafflez
3129,Hug My Mug- Helly And Chilly Premium Cafe
3130,Rajmudra Hotel
3131,Homely Food
3132,Hotel Sarthak
3133,Gaon Jevan
3134,Maratha Village
3135,Vyanjan
3136,Al Kebabi
3137,Surya
3138,Friendz Cafe
3139,Yummy Parathas
3140,National's Kitchen & Bar
3141,Paramhans Pure Veg
3142,Aaseing's Kitchen
3143,Pranjal Misal & Snacks Centre
3144,Shree Krishna
3145,Zest Cafe Bar
3146,Shri Krishna Bhuvan
3147,Sky Touch Rolls & Chinese
3148,Simply Delicious
3149,Appa
3150,Kitsch - The O Hotel
3151,Zaheer Khan's Dine Fine
3152,Salsa - The Corinthians
3153,Roof Top Bar - Sheraton Grand
3154,Shree Sagar
3155,Mystic Flavours
3156,GS Biryani
3157,The Fishbowl - Hyatt Pune
3158,Vedas
3159,Drunken Diaries
3160,Shamiaana The SitOut Place
3161,RollChi
3162,Shreemant Vade Wale
3163,Shree Ganesh Fast Food
3164,Sunrise Cafe
3165,Prasad Bhel
3166,Naaz Cafe
3167,Krishna Biryani's
3168,Pune Nashta House
3169,Delhi Darbar
3170,Cafe Farmhouse
3171,Cafe Farmhouse
3172,KV Biryanis And Curries
3173,Tamil Nadu Mess
3174,Cafe Tunes
3175,China Garden
3176,Grub Jars
3177,Chinese Corner
3178,Liyo China
3179,Rajput Restaurant
3180,Piatto Dessert Studio || Cafe
3181,New Govinda's Family Restaurant Veg And Non Veg
3182,Baskin Robbins
3183,Food Packers
3184,Sri Krishna Aanand Bhavan
3185,Miyuki - DoubleTree By Hilton
3186,Yogisthaan
3187,Bhavvesh Pure Veg
3188,Yogi Tree
3189,Royal Burgerio
3190,Radhika Veg Restaurant
3191,Malwan Samudra
3192,Supreme Restaurant Bar
3193,Rashid Khan Caterers
3194,Indra Pure Veg
3195,Royal Castle
3196,R.S Food Zone
3197,The London Shakes & Cafe
3198,Tarangan Paan
3199,Food Fiesta
3200,Mom'S Caffe
3201,Pizza Lounge
3202,Flavours@Khavayyejunction
3203,Purandar Veg Non-Veg Family Resturant
3204,The Magic Bottle
3205,Khana.com
3206,Golden Bites
3207,Chinese Garden
3208,Rainbow Hotel
3209,Moody Foody
3210,Aditya Snacks Center
3211,Idli King
3212,The Hungry Hog
3213,RJ Biryani House
3214,Kerala Kitchen
3215,New Hotel Taj
3216,Ruchirangan Pure Veg
3217,Naansense Indian Delivery Kitchen
3218,Hashtag09 Bistro Cafe
3219,Honey Singh Parathewala
3220,Swad Punjab Da
3221,All-Ways Pure Veg
3222,Chef DJ's
3223,Bombay Seekh Paratha
3224,Kunal Garden Family Restaurant
3225,Savlahari Pot Ice-cream & Mastani
3226,Street Foods by Punjab Grill
3227,Aditya A-1 Sandwich
3228,Dosa House
3229,Paparazzi
3230,Daawat-E-Punjab
3231,Vishwas Snacks
3232,Fusion Kitchen
3233,Malgudi Bites
3234,Relish Pan Pizza
3235,Desi Appetite
3236,The Chinese Cafe
3237,Hydrabad Biryani Express
3238,Burger Boys
3239,Unique Biryani
3240,Ghone’s Pure Non-Veg
3241,Taibah Restaurant
3242,Dumpling Panda
3243,Flavour Stones
3244,Hooked
3245,Engineer's Adda
3246,Cafe Canephora
3247,The Bombay Milkshake Factory
3248,Hotel Sharada
3249,Chow Express
3250,Siya's Kitchen
3251,Chinese Point
3252,Khao Roti
3253,Sandwich Juction
3254,Hotel Halal
3255,Biryani Bowl
3256,Calcutta Plus
3257,Appachi Mutton Khanawal
3258,Dosa Xprs
3259,Hotel Hindavi Swaraj
3260,The Lawn Affair
3261,Star Italian Cafe
3262,Ketli The Tea Bar
3263,Food Lovers
3264,Cafe Richie Rich
3265,Box King
3266,Cafe Creme
3267,Trupti Meals
3268,Café Ansh
3269,Cafe Chocolate Mania
3270,House Of Momos
3271,Cafe DoubleSeat
3272,Punjabi Bhukhad Pure Veg
3273,Hippie House Restaurant and Lounge
3274,Pranav Chinese
3275,Sherlock's Pub
3276,Akkies Kitchen
3277,Hotel New Luqma
3278,Cheezy
3279,Hotel Angaraj
3280,Chef Abhi's Kitchen
3281,Mothers Meal
3282,Puneri Katta
3283,Shanghai Delights
3284,KC's Food Logic
3285,Parijat Sweets
3286,Sahyadri Misal House
3287,Varuna Pure Veg
3288,Tuljai Biryani
3289,Surya's 24 Carat Biryani
3290,Darshini
3291,Classic Pani Puri
3292,The Jumbo Food's
3293,Farmhouse Avi's Restaurant
3294,Royal Connaught Boat Club
3295,Baithak Dhaba
3296,Swagat Macchi House
3297,Chinar Garden's China Garden
3298,Rahul Garden Restaurant
3299,The Cake Art
3300,Bailey's The Cake Shop
3301,Siddharth Pav Bhaji
3302,Paul's
3303,Mini Wok Oriental Kitchen
3304,Aubergine - Parc Estique
3305,Simply South
3306,Nandanvan
3307,Golden Chopsticx
3308,Rudra Restaurant & Bar
3309,Bake 'N' Cake
3310,Sanjivani Ice Cream
3311,Momo Bistro
3312,Madras Cafe
3313,Food Express
3314,The Kashmir Ice Cream And Snacks
3315,MOC Cakes
3316,Hotel Anvi
3317,Sairaj Chinese Hotel
3318,Mughal's
3319,Toni Daa Dhaba
3320,Toni Daa Dhaba
3321,Shivaba Chinese
3322,Hotel Keema
3323,Star Food & Caterers
3324,MB Foods
3325,Puneri Biryani
3326,Hotel Hare Krushna
3327,Heritage The Royal Dining
3328,Steak House
3329,The Evening Cafe
3330,Eatino
3331,GoodFellas Cafe & Bistro
3332,McCafe by McDonald's
3333,Healthy Affairs
3334,The Sugar Factory
3335,Bring It On Cafe
3336,Bakers Point
3337,Hotel Nagpur
3338,Sawariya Delhi Chaat And Pav Bhaji
3339,BreakFirst
3340,Matargashti
3341,Annapurna
3342,Perch - All Day All Night
3343,Lalit Mahal
3344,Shailaja Restaurant & Bar
3345,Garam Veg Restaurant
3346,Shabrii Thalipeeth Center
3347,Red Chilly Chinese
3348,2 Eatly Cafe
3349,Prawnelicious
3350,Hotel Maratha Darbar
3351,Adarak
3352,On The House
3353,Hotel Mughal Darbaar
3354,Hotel Poona Veg Non-veg
3355,Maxican Spice
3356,Spiceace
3357,Cafe Habibi
3358,Avo's Food & Restaurant
3359,The Bowl Job
3360,299 Cakes
3361,Slay Coffee
3362,Datta Bhel
3363,House of Burgers
3364,Brother's Chinese Center
3365,Laaiba Snacks
3366,Pahadi Chulaah
3367,Omkar Snack Centre
3368,The Biryani Life
3369,Urban Meal Box
3370,MB Express
3371,Radhika - Bengali Sweets
3372,Hotel Rajendra Bhojnalay
3373,Pintu Saoji
3374,My Roti Shoti
3375,LoWaSa
3376,Hotel Shivmudra
3377,Sangita Bhel & Pani Puri
3378,Fontana Viva Italian Pizza Bistro
3379,Downtown Foods
3380,House Of Chaat
3381,The Grin Bunny
3382,A K Biryani House
3383,SD Cafe
3384,Famous Anda Bhurji
3385,MR. Crispy
3386,Potato Hut
3387,Pot Biryani House
3388,Pacino's
3389,Pizza Xprs
3390,Desi Masala
3391,Cafe Xinga
3392,Aaira's Kitchen
3393,HomeMade - The Taste of Bengal
3394,G B Quality Chinese & Tandoori
3395,Cafe Aromatic
3396,M I Eggs And Snacks Center
3397,Vintage Club
3398,Irani Chaikhana
3399,Super Eats
3400,Snacks & Salad
3401,Annapurna Snacks & Dining
3402,Hungry Mania
3403,Goli Vada Pav No. 1
3404,Cafe Ajmera
3405,New Open Kitchen The Food Corner
3406,VJ's Curry Culture
3407,Royal Restaurant
3408,Momos N Mock
3409,SK Hotel
3410,Robust
3411,Something Fishy
3412,Mr. Manchurian
3413,Zaikedaar
3414,Puneri Express
3415,Amol Dakshin Davangiri Dosa and Snacks
3416,Sanvi Sandwich
3417,Sachin Restaurant
3418,The Good Food Kitchen
3419,1 More Biryani
3420,Kunal Restaurant
3421,Coriander
3422,Akshay Pure Veg Family Restaurant
3423,The Cake House & Cafe
3424,Mahesh Masoli Dhabba
3425,Mauli Family Paan House
3426,Tulsi Malai Kulfi Icecream
3427,Shamee Kitchen
3428,Namrata's Kitchen
3429,Bombay Sandwich & Pizza
3430,Cake O Cafe Dairy Don
3431,Kaivalya Cafe Katta
3432,Crossbar
3433,Hotel Gayatri
3434,Broccoli - Picaddle Resort
3435,Konkan Katta
3436,Radhika Pure Veg
3437,Taste Of Punjab
3438,Hotel Shivsankar
3439,City Plaza
3440,Jai Mata Di
3441,Desi Chulha
3442,Diya Chinese
3443,The Breakfast Box
3444,Shanghai Spice & Sizzlers
3445,YCD - Yummy Classic Delights
3446,The Davanageri Benne Dosa
3447,Chaat Bazaar
3448,Golden Palms
3449,E Hide Cafe
3450,Shree Chamunda Purohit Dining Hall
3451,New Sagar Pure Veg
3452,Saptagiri
3453,Mazzedar
3454,Vandana
3455,Om Pure Veg
3456,Naivedyam
3457,Hotel Kautik
3458,Metro Nine Restro Bar
3459,Alen's Restaurant
3460,Amrapali Restaurant
3461,Kasba - Royal Orchid Golden Suites
3462,Puneri Sweets
3463,Hotel Morya
3464,Kaveri Sea Food
3465,Barbeque Deck
3466,Sidheshwar Foods
3467,Kwality
3468,Just Baked
3469,Hotel Haveli
3470,Amaar Family Resto
3471,ibaco
3472,Pratik Restaurant
3473,Cafe Black and white
3474,Tapri The Street Cafe
3475,Haveli Unlimited
3476,Mad About Drinks
3477,Shri Sai Lunch Home
3478,Janjira Sea Food Resto
3479,Hotel Sahil
3480,Marvel's Cake and Bake
3481,Darvatkar Dosa Center
3482,Taha - Curry & More
3483,Chawadi Grand
3484,AFC
3485,World Of Sweets
3486,Bora Chinese
3487,Spice Garden
3488,Alpona Bengali Hotel and Sweets
3489,China In Box
3490,Indu Veg Restaurant
3491,China Hut
3492,Rajeshahi Biryani's
3493,Urban Spices
3494,Bobby Da Dhaba
3495,LE SHAWARMA
3496,Khandesh Jalgaon MH 19
3497,Piano Pizza
3498,Kumbhakaran.com
3499,Your Ale House
3500,Padma Foods
3501,Shangri-La
3502,The Davanageri Benne Dosa
3503,Manali Pure Veg
3504,Makkhan Maar Ke
3505,Dragon Family Restaurant
3506,Kirti Fruit Juice Center
3507,Abhiman Pure Veg
3508,Ice N Spice
3509,Food Pot
3510,Chaurasiya Pan Shop
3511,Shri Venkatesh Food Corner
3512,MOMOS HOUSE
3513,Nice Feel Cafe
3514,MK Foods
3515,Cream & Crush
3516,A-1 Hyderabad Dum Biryani
3517,The Misal Story
3518,Le Tiffin
3519,Delhi 6
3520,Fnp Cakes 'n' More
3521,Kolkata Diaries
3522,Hotel Vidarbha Tadka
3523,Dhhyaas's Hydrabad Biryani Paradise
3524,Sushil Misal And Pohe
3525,7 Apple Resort - Appetite
3526,The Divine Cafe
3527,Breakfast
3528,Wholesome Box
3529,Shahi Darbar
3530,Kolhapuri Mirchi
3531,Cream Bell
3532,A1 xprs
3533,Pizza Bytes
3534,Salad Story
3535,Foodies Table
3536,Arun Ice Cream
3537,Garwa Veg & Nonveg
3538,Tasty Punjab
3539,Chicken Xperience By Venkys
3540,Hotel Vedant Pure Veg
3541,New Szechuan Shack Family Restaurant
3542,UK Blend
3543,Aunty's Kitchen
3544,Jogeshwari Misal
3545,Purani Delhi
3546,Haveli
